class,precision,recall,f1-score,support
Black-grass,0.7666666666666667,0.8846153846153846,0.8214285714285715,26.0
Charlock,1.0,1.0,1.0,39.0
Cleavers,1.0,1.0,1.0,29.0
Common Chickweed,0.967741935483871,0.9836065573770492,0.975609756097561,61.0
Common wheat,0.9545454545454546,0.9545454545454546,0.9545454545454546,22.0
Fat Hen,1.0,0.9375,0.967741935483871,48.0
Loose Silky-bent,0.9354838709677419,0.8923076923076924,0.9133858267716536,65.0
Maize,0.9166666666666666,1.0,0.9565217391304348,22.0
Scentless Mayweed,0.9807692307692307,0.9807692307692307,0.9807692307692307,52.0
Shepherds Purse,1.0,0.9130434782608695,0.9545454545454545,23.0
Small-flowered Cranesbill,1.0,0.98,0.98989898989899,50.0
Sugar beet,0.95,1.0,0.9743589743589743,38.0
accuracy,0.96,0.96,0.96,0.96
macro avg,0.9559894854249692,0.96053231648964,0.9574004944191831,475.0
weighted avg,0.9621867572156197,0.96,0.9604413554915429,475.0
