class,precision,recall,f1-score,support
Black-grass,0.9047619047619048,0.7307692307692307,0.8085106382978723,26.0
Charlock,1.0,1.0,1.0,39.0
Cleavers,1.0,1.0,1.0,29.0
Common Chickweed,0.9836065573770492,0.9836065573770492,0.9836065573770492,61.0
Common wheat,0.9523809523809523,0.9090909090909091,0.9302325581395349,22.0
Fat Hen,1.0,0.9583333333333334,0.9787234042553191,48.0
Loose Silky-bent,0.8985507246376812,0.9538461538461539,0.9253731343283582,65.0
Maize,0.8461538461538461,1.0,0.9166666666666666,22.0
Scentless Mayweed,0.9811320754716981,1.0,0.9904761904761905,52.0
Shepherds Purse,1.0,0.9130434782608695,0.9545454545454545,23.0
Small-flowered Cranesbill,1.0,0.98,0.98989898989899,50.0
Sugar beet,0.95,1.0,0.9743589743589743,38.0
accuracy,0.9621052631578947,0.9621052631578947,0.9621052631578947,0.9621052631578947
macro avg,0.9597155050652609,0.9523908052231289,0.9543660473620341,475.0
weighted avg,0.9634026107737952,0.9621052631578947,0.9616019674883738,475.0
