class,precision,recall,f1-score,support
Black-grass,0.7419354838709677,0.8846153846153846,0.8070175438596492,26.0
Charlock,1.0,1.0,1.0,39.0
Cleavers,1.0,1.0,1.0,29.0
Common Chickweed,0.9836065573770492,0.9836065573770492,0.9836065573770492,61.0
Common wheat,0.9523809523809523,0.9090909090909091,0.9302325581395349,22.0
Fat Hen,1.0,0.9583333333333334,0.9787234042553191,48.0
Loose Silky-bent,0.9354838709677419,0.8923076923076924,0.9133858267716536,65.0
Maize,0.9166666666666666,1.0,0.9565217391304348,22.0
Scentless Mayweed,0.9807692307692307,0.9807692307692307,0.9807692307692307,52.0
Shepherds Purse,1.0,0.9565217391304348,0.9777777777777777,23.0
Small-flowered Cranesbill,1.0,0.98,0.98989898989899,50.0
Sugar beet,0.9743589743589743,1.0,0.9870129870129869,38.0
accuracy,0.9621052631578947,0.9621052631578947,0.9621052631578947,0.9621052631578947
macro avg,0.9571001446992985,0.9621037372186696,0.9587455512493855,475.0
weighted avg,0.9647188691331305,0.9621052631578947,0.9628003888737576,475.0
