class,precision,recall,f1-score,support
Black-grass,0.8,0.7692307692307693,0.7843137254901961,26.0
Charlock,1.0,1.0,1.0,39.0
Cleavers,1.0,1.0,1.0,29.0
Common Chickweed,1.0,0.9836065573770492,0.9917355371900827,61.0
Common wheat,0.9523809523809523,0.9090909090909091,0.9302325581395349,22.0
Fat Hen,1.0,0.9583333333333334,0.9787234042553191,48.0
Loose Silky-bent,0.8970588235294118,0.9384615384615385,0.9172932330827067,65.0
Maize,0.9565217391304348,1.0,0.9777777777777777,22.0
Scentless Mayweed,0.9811320754716981,1.0,0.9904761904761905,52.0
Shepherds Purse,1.0,0.9565217391304348,0.9777777777777777,23.0
Small-flowered Cranesbill,1.0,1.0,1.0,50.0
Sugar beet,0.9743589743589743,1.0,0.9870129870129869,38.0
accuracy,0.9663157894736842,0.9663157894736842,0.9663157894736842,0.9663157894736842
macro avg,0.963454380405956,0.9596037372186695,0.9612785992668811,475.0
weighted avg,0.9666298772480667,0.9663157894736842,0.9662466944764138,475.0
