class,precision,recall,f1-score,support
Black-grass,0.8,0.7692307692307693,0.7843137254901961,26.0
Charlock,1.0,1.0,1.0,39.0
Cleavers,1.0,1.0,1.0,29.0
Common Chickweed,0.967741935483871,0.9836065573770492,0.975609756097561,61.0
Common wheat,0.95,0.8636363636363636,0.9047619047619048,22.0
Fat Hen,1.0,0.9583333333333334,0.9787234042553191,48.0
Loose Silky-bent,0.8840579710144928,0.9384615384615385,0.9104477611940298,65.0
Maize,0.9565217391304348,1.0,0.9777777777777777,22.0
Scentless Mayweed,0.9107142857142857,0.9807692307692307,0.9444444444444444,52.0
Shepherds Purse,1.0,0.782608695652174,0.878048780487805,23.0
Small-flowered Cranesbill,1.0,0.98,0.98989898989899,50.0
Sugar beet,0.9743589743589743,1.0,0.9870129870129869,38.0
accuracy,0.9515789473684211,0.9515789473684211,0.9515789473684211,0.9515789473684211
macro avg,0.9536162421418383,0.9380538740383715,0.9442532942850845,475.0
weighted avg,0.9528890280507611,0.9515789473684211,0.951127850413074,475.0
