class,precision,recall,f1-score,support
Black-grass,0.8695652173913043,0.7692307692307693,0.8163265306122449,26.0
Charlock,1.0,1.0,1.0,39.0
Cleavers,1.0,1.0,1.0,29.0
Common Chickweed,1.0,0.9836065573770492,0.9917355371900827,61.0
Common wheat,0.95,0.8636363636363636,0.9047619047619048,22.0
Fat Hen,1.0,0.9791666666666666,0.9894736842105264,48.0
Loose Silky-bent,0.8840579710144928,0.9384615384615385,0.9104477611940298,65.0
Maize,0.8461538461538461,1.0,0.9166666666666666,22.0
Scentless Mayweed,0.9454545454545454,1.0,0.9719626168224299,52.0
Shepherds Purse,1.0,0.8695652173913043,0.9302325581395349,23.0
Small-flowered Cranesbill,1.0,0.98,0.98989898989899,50.0
Sugar beet,1.0,1.0,1.0,38.0
accuracy,0.96,0.96,0.96,0.96
macro avg,0.9579359650011824,0.9486389260636411,0.9517921874580342,475.0
weighted avg,0.9615820731518673,0.96,0.9597852249738618,475.0
