class,precision,recall,f1-score,support
Black-grass,0.8333333333333334,0.7692307692307693,0.8,26.0
Charlock,1.0,1.0,1.0,39.0
Cleavers,1.0,1.0,1.0,29.0
Common Chickweed,0.967741935483871,0.9836065573770492,0.975609756097561,61.0
Common wheat,0.9545454545454546,0.9545454545454546,0.9545454545454546,22.0
Fat Hen,1.0,0.9791666666666666,0.9894736842105264,48.0
Loose Silky-bent,0.8970588235294118,0.9384615384615385,0.9172932330827067,65.0
Maize,0.9166666666666666,1.0,0.9565217391304348,22.0
Scentless Mayweed,0.9807692307692307,0.9807692307692307,0.9807692307692307,52.0
Shepherds Purse,1.0,0.9130434782608695,0.9545454545454545,23.0
Small-flowered Cranesbill,1.0,0.98,0.98989898989899,50.0
Sugar beet,1.0,1.0,1.0,38.0
accuracy,0.9642105263157895,0.9642105263157895,0.9642105263157895,0.9642105263157895
macro avg,0.962509620360664,0.9582353079426316,0.9598881285233632,475.0
weighted avg,0.9645777156363393,0.9642105263157895,0.9640504533153619,475.0
