class,precision,recall,f1-score,support
Black-grass,0.8260869565217391,0.7307692307692307,0.7755102040816326,26.0
Charlock,1.0,1.0,1.0,39.0
Cleavers,1.0,1.0,1.0,29.0
Common Chickweed,0.9836065573770492,0.9836065573770492,0.9836065573770492,61.0
Common wheat,0.9545454545454546,0.9545454545454546,0.9545454545454546,22.0
Fat Hen,1.0,0.9791666666666666,0.9894736842105264,48.0
Loose Silky-bent,0.8840579710144928,0.9384615384615385,0.9104477611940298,65.0
Maize,0.9166666666666666,1.0,0.9565217391304348,22.0
Scentless Mayweed,0.9807692307692307,0.9807692307692307,0.9807692307692307,52.0
Shepherds Purse,1.0,0.9565217391304348,0.9777777777777777,23.0
Small-flowered Cranesbill,1.0,0.98,0.98989898989899,50.0
Sugar beet,1.0,1.0,1.0,38.0
accuracy,0.9642105263157895,0.9642105263157895,0.9642105263157895,0.9642105263157895
macro avg,0.9621444030745527,0.9586533681433006,0.9598792832487604,475.0
weighted avg,0.9644393592677345,0.9642105263157895,0.9639251016222055,475.0
