class,precision,recall,f1-score,support
Black-grass,0.875,0.5384615384615384,0.6666666666666667,26.0
Charlock,1.0,1.0,1.0,39.0
Cleavers,1.0,1.0,1.0,29.0
Common Chickweed,1.0,0.9836065573770492,0.9917355371900827,61.0
Common wheat,0.9473684210526315,0.8181818181818182,0.8780487804878049,22.0
Fat Hen,1.0,0.9791666666666666,0.9894736842105264,48.0
Loose Silky-bent,0.8181818181818182,0.9692307692307692,0.8873239436619719,65.0
Maize,0.8461538461538461,1.0,0.9166666666666666,22.0
Scentless Mayweed,0.9811320754716981,1.0,0.9904761904761905,52.0
Shepherds Purse,1.0,0.9565217391304348,0.9777777777777777,23.0
Small-flowered Cranesbill,1.0,0.98,0.98989898989899,50.0
Sugar beet,1.0,1.0,1.0,38.0
accuracy,0.9536842105263158,0.9536842105263158,0.9536842105263158,0.9536842105263158
macro avg,0.9556530134049995,0.9354307574206898,0.9406723530863897,475.0
weighted avg,0.9566487915471348,0.9536842105263158,0.9515207040169694,475.0
