class,precision,recall,f1-score,support
Black-grass,0.8461538461538461,0.8461538461538461,0.8461538461538461,26.0
Charlock,1.0,1.0,1.0,39.0
Cleavers,1.0,1.0,1.0,29.0
Common Chickweed,0.967741935483871,0.9836065573770492,0.975609756097561,61.0
Common wheat,0.9545454545454546,0.9545454545454546,0.9545454545454546,22.0
Fat Hen,1.0,0.9583333333333334,0.9787234042553191,48.0
Loose Silky-bent,0.9230769230769231,0.9230769230769231,0.9230769230769231,65.0
Maize,0.88,1.0,0.9361702127659575,22.0
Scentless Mayweed,1.0,0.9615384615384616,0.9803921568627451,52.0
Shepherds Purse,0.9565217391304348,0.9565217391304348,0.9565217391304348,23.0
Small-flowered Cranesbill,1.0,0.98,0.98989898989899,50.0
Sugar beet,0.9743589743589743,1.0,0.9870129870129869,38.0
accuracy,0.9642105263157895,0.9642105263157895,0.9642105263157895,0.9642105263157895
macro avg,0.958533239395792,0.9636480262629586,0.9606754558166849,475.0
weighted avg,0.965090313874015,0.9642105263157895,0.9643547334007649,475.0
