class,precision,recall,f1-score,support
Black-grass,0.8695652173913043,0.7692307692307693,0.8163265306122449,26.0
Charlock,1.0,1.0,1.0,39.0
Cleavers,1.0,1.0,1.0,29.0
Common Chickweed,0.9836065573770492,0.9836065573770492,0.9836065573770492,61.0
Common wheat,0.9545454545454546,0.9545454545454546,0.9545454545454546,22.0
Fat Hen,1.0,0.9791666666666666,0.9894736842105264,48.0
Loose Silky-bent,0.8985507246376812,0.9538461538461539,0.9253731343283582,65.0
Maize,0.9166666666666666,1.0,0.9565217391304348,22.0
Scentless Mayweed,0.9807692307692307,0.9807692307692307,0.9807692307692307,52.0
Shepherds Purse,1.0,0.9565217391304348,0.9777777777777777,23.0
Small-flowered Cranesbill,1.0,0.98,0.98989898989899,50.0
Sugar beet,1.0,1.0,1.0,38.0
accuracy,0.968421052631579,0.968421052631579,0.968421052631579,0.968421052631579
macro avg,0.9669753209489488,0.9631405476304801,0.9645244248875056,475.0
weighted avg,0.9688024408848208,0.968421052631579,0.9682016779243681,475.0
