class,precision,recall,f1-score,support
Black-grass,0.7777777777777778,0.8076923076923077,0.7924528301886792,26.0
Charlock,1.0,1.0,1.0,39.0
Cleavers,1.0,1.0,1.0,29.0
Common Chickweed,1.0,0.9836065573770492,0.9917355371900827,61.0
Common wheat,1.0,0.8636363636363636,0.9268292682926829,22.0
Fat Hen,1.0,0.9375,0.967741935483871,48.0
Loose Silky-bent,0.921875,0.9076923076923077,0.9147286821705427,65.0
Maize,0.88,1.0,0.9361702127659575,22.0
Scentless Mayweed,0.9629629629629629,1.0,0.9811320754716981,52.0
Shepherds Purse,1.0,0.9565217391304348,0.9777777777777777,23.0
Small-flowered Cranesbill,1.0,0.98,0.98989898989899,50.0
Sugar beet,0.9047619047619048,1.0,0.9500000000000001,38.0
accuracy,0.9578947368421052,0.9578947368421052,0.9578947368421052,0.9578947368421052
macro avg,0.9539481371252205,0.9530541062940387,0.9523722757700234,475.0
weighted avg,0.9599139445836815,0.9578947368421052,0.9580996073462495,475.0
