class,precision,recall,f1-score,support
Black-grass,0.7222222222222222,0.5,0.5909090909090908,26.0
Charlock,0.9285714285714286,1.0,0.962962962962963,39.0
Cleavers,1.0,0.9655172413793104,0.9824561403508771,29.0
Common Chickweed,1.0,0.9836065573770492,0.9917355371900827,61.0
Common wheat,0.8695652173913043,0.9090909090909091,0.888888888888889,22.0
Fat Hen,0.9782608695652174,0.9375,0.9574468085106383,48.0
Loose Silky-bent,0.8194444444444444,0.9076923076923077,0.8613138686131386,65.0
Maize,0.9545454545454546,0.9545454545454546,0.9545454545454546,22.0
Scentless Mayweed,0.9629629629629629,1.0,0.9811320754716981,52.0
Shepherds Purse,1.0,0.9130434782608695,0.9545454545454545,23.0
Small-flowered Cranesbill,1.0,0.98,0.98989898989899,50.0
Sugar beet,0.95,1.0,0.9743589743589743,38.0
accuracy,0.9368421052631579,0.9368421052631579,0.9368421052631579,0.9368421052631579
macro avg,0.9321310499752529,0.920916329028825,0.9241828538538543,475.0
weighted avg,0.9358252273195066,0.9368421052631579,0.9345235694348355,475.0
