class,precision,recall,f1-score,support
Black-grass,0.9130434782608695,0.8076923076923077,0.8571428571428572,26.0
Charlock,0.975,1.0,0.9873417721518987,39.0
Cleavers,1.0,1.0,1.0,29.0
Common Chickweed,0.9836065573770492,0.9836065573770492,0.9836065573770492,61.0
Common wheat,0.95,0.8636363636363636,0.9047619047619048,22.0
Fat Hen,1.0,0.9583333333333334,0.9787234042553191,48.0
Loose Silky-bent,0.9,0.9692307692307692,0.9333333333333333,65.0
Maize,0.875,0.9545454545454546,0.9130434782608695,22.0
Scentless Mayweed,1.0,0.9807692307692307,0.9902912621359222,52.0
Shepherds Purse,1.0,1.0,1.0,23.0
Small-flowered Cranesbill,1.0,0.98,0.98989898989899,50.0
Sugar beet,0.9743589743589743,1.0,0.9870129870129869,38.0
accuracy,0.9663157894736842,0.9663157894736842,0.9663157894736842,0.9663157894736842
macro avg,0.9642507508330743,0.958151168048709,0.9604297121942609,475.0
weighted avg,0.9672416241272075,0.9663157894736842,0.9661594537464678,475.0
