class,precision,recall,f1-score,support
Black-grass,0.7586206896551724,0.8461538461538461,0.8,26.0
Charlock,1.0,1.0,1.0,39.0
Cleavers,1.0,1.0,1.0,29.0
Common Chickweed,1.0,0.9836065573770492,0.9917355371900827,61.0
Common wheat,0.9523809523809523,0.9090909090909091,0.9302325581395349,22.0
Fat Hen,1.0,0.9375,0.967741935483871,48.0
Loose Silky-bent,0.9193548387096774,0.8769230769230769,0.8976377952755904,65.0
Maize,0.8148148148148148,1.0,0.8979591836734693,22.0
Scentless Mayweed,0.9811320754716981,1.0,0.9904761904761905,52.0
Shepherds Purse,1.0,0.9565217391304348,0.9777777777777777,23.0
Small-flowered Cranesbill,1.0,0.98,0.98989898989899,50.0
Sugar beet,0.9743589743589743,1.0,0.9870129870129869,38.0
accuracy,0.9578947368421052,0.9578947368421052,0.9578947368421052,0.9578947368421052
macro avg,0.9500551954492741,0.9574830107229432,0.9525394129107078,475.0
weighted avg,0.9608526700539783,0.9578947368421052,0.9585457883783454,475.0
