class,precision,recall,f1-score,support
Black-grass,0.9090909090909091,0.7692307692307693,0.8333333333333333,26.0
Charlock,1.0,1.0,1.0,39.0
Cleavers,1.0,1.0,1.0,29.0
Common Chickweed,1.0,0.9836065573770492,0.9917355371900827,61.0
Common wheat,0.9545454545454546,0.9545454545454546,0.9545454545454546,22.0
Fat Hen,1.0,0.9583333333333334,0.9787234042553191,48.0
Loose Silky-bent,0.9117647058823529,0.9538461538461539,0.9323308270676691,65.0
Maize,0.9166666666666666,1.0,0.9565217391304348,22.0
Scentless Mayweed,0.9629629629629629,1.0,0.9811320754716981,52.0
Shepherds Purse,1.0,0.9565217391304348,0.9777777777777777,23.0
Small-flowered Cranesbill,1.0,0.98,0.98989898989899,50.0
Sugar beet,0.95,1.0,0.9743589743589743,38.0
accuracy,0.968421052631579,0.968421052631579,0.968421052631579,0.968421052631579
macro avg,0.9670858915956955,0.963007000621933,0.9641965094191445,475.0
weighted avg,0.9689301268620154,0.968421052631579,0.9680307098816691,475.0
