class,precision,recall,f1-score,support
Black-grass,0.7368421052631579,0.5384615384615384,0.6222222222222222,26.0
Charlock,0.975,1.0,0.9873417721518987,39.0
Cleavers,1.0,1.0,1.0,29.0
Common Chickweed,0.9836065573770492,0.9836065573770492,0.9836065573770492,61.0
Common wheat,0.9411764705882353,0.7272727272727273,0.8205128205128205,22.0
Fat Hen,1.0,0.9791666666666666,0.9894736842105264,48.0
Loose Silky-bent,0.8181818181818182,0.9692307692307692,0.8873239436619719,65.0
Maize,0.9166666666666666,1.0,0.9565217391304348,22.0
Scentless Mayweed,0.9807692307692307,0.9807692307692307,0.9807692307692307,52.0
Shepherds Purse,1.0,0.9565217391304348,0.9777777777777777,23.0
Small-flowered Cranesbill,1.0,0.98,0.98989898989899,50.0
Sugar beet,1.0,1.0,1.0,38.0
accuracy,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315
macro avg,0.9460202374038463,0.9262524357423682,0.9329540614760767,475.0
weighted avg,0.9478679198700382,0.9473684210526315,0.9451231553006846,475.0
