class,precision,recall,f1-score,support
Black-grass,0.8571428571428571,0.6923076923076923,0.7659574468085107,26.0
Charlock,0.975,1.0,0.9873417721518987,39.0
Cleavers,0.9666666666666667,1.0,0.983050847457627,29.0
Common Chickweed,0.9836065573770492,0.9836065573770492,0.9836065573770492,61.0
Common wheat,0.9473684210526315,0.8181818181818182,0.8780487804878049,22.0
Fat Hen,1.0,0.9375,0.967741935483871,48.0
Loose Silky-bent,0.8591549295774648,0.9384615384615385,0.8970588235294118,65.0
Maize,0.84,0.9545454545454546,0.8936170212765958,22.0
Scentless Mayweed,0.9807692307692307,0.9807692307692307,0.9807692307692307,52.0
Shepherds Purse,1.0,0.9565217391304348,0.9777777777777777,23.0
Small-flowered Cranesbill,1.0,0.98,0.98989898989899,50.0
Sugar beet,0.95,1.0,0.9743589743589743,38.0
accuracy,0.9494736842105264,0.9494736842105264,0.9494736842105264,0.9494736842105264
macro avg,0.9466423885488249,0.936824502564435,0.9399356797814784,475.0
weighted avg,0.9507604701152437,0.9494736842105264,0.9487921279750531,475.0
