class,precision,recall,f1-score,support
Black-grass,0.76,0.7307692307692307,0.7450980392156863,26.0
Charlock,1.0,1.0,1.0,39.0
Cleavers,1.0,1.0,1.0,29.0
Common Chickweed,0.967741935483871,0.9836065573770492,0.975609756097561,61.0
Common wheat,1.0,0.9090909090909091,0.9523809523809523,22.0
Fat Hen,1.0,0.9375,0.967741935483871,48.0
Loose Silky-bent,0.8955223880597015,0.9230769230769231,0.9090909090909091,65.0
Maize,0.9166666666666666,1.0,0.9565217391304348,22.0
Scentless Mayweed,0.9622641509433962,0.9807692307692307,0.9714285714285713,52.0
Shepherds Purse,1.0,0.8695652173913043,0.9302325581395349,23.0
Small-flowered Cranesbill,1.0,0.98,0.98989898989899,50.0
Sugar beet,0.9047619047619048,1.0,0.9500000000000001,38.0
accuracy,0.9515789473684211,0.9515789473684211,0.9515789473684211,0.9515789473684211
macro avg,0.950579753826295,0.942864839039554,0.9456669542388757,475.0
weighted avg,0.9528138277580472,0.9515789473684211,0.9514267566218717,475.0
