class,precision,recall,f1-score,support
Black-grass,0.7307692307692307,0.7307692307692307,0.7307692307692306,26.0
Charlock,1.0,1.0,1.0,39.0
Cleavers,1.0,1.0,1.0,29.0
Common Chickweed,0.9836065573770492,0.9836065573770492,0.9836065573770492,61.0
Common wheat,0.95,0.8636363636363636,0.9047619047619048,22.0
Fat Hen,1.0,0.9583333333333334,0.9787234042553191,48.0
Loose Silky-bent,0.8805970149253731,0.9076923076923077,0.8939393939393939,65.0
Maize,0.88,1.0,0.9361702127659575,22.0
Scentless Mayweed,0.9811320754716981,1.0,0.9904761904761905,52.0
Shepherds Purse,1.0,0.9130434782608695,0.9545454545454545,23.0
Small-flowered Cranesbill,1.0,0.98,0.98989898989899,50.0
Sugar beet,0.9743589743589743,1.0,0.9870129870129869,38.0
accuracy,0.9536842105263158,0.9536842105263158,0.9536842105263158,0.9536842105263158
macro avg,0.9483719877418605,0.9447567725890962,0.9458253604835397,475.0
weighted avg,0.9548280314111971,0.9536842105263158,0.9537811388561667,475.0
