class,precision,recall,f1-score,support
Black-grass,0.7727272727272727,0.6538461538461539,0.7083333333333333,26.0
Charlock,0.975,1.0,0.9873417721518987,39.0
Cleavers,1.0,1.0,1.0,29.0
Common Chickweed,0.9523809523809523,0.9836065573770492,0.9677419354838709,61.0
Common wheat,0.9090909090909091,0.9090909090909091,0.9090909090909091,22.0
Fat Hen,0.9767441860465116,0.875,0.923076923076923,48.0
Loose Silky-bent,0.8571428571428571,0.9230769230769231,0.888888888888889,65.0
Maize,0.9545454545454546,0.9545454545454546,0.9545454545454546,22.0
Scentless Mayweed,0.9622641509433962,0.9807692307692307,0.9714285714285713,52.0
Shepherds Purse,1.0,0.9565217391304348,0.9777777777777777,23.0
Small-flowered Cranesbill,1.0,0.98,0.98989898989899,50.0
Sugar beet,0.95,1.0,0.9743589743589743,38.0
accuracy,0.9431578947368421,0.9431578947368421,0.9431578947368421,0.9431578947368421
macro avg,0.9424913152397795,0.9347047473196796,0.9377069608362993,475.0
weighted avg,0.943046083536257,0.9431578947368421,0.9422410295880883,475.0
