class,precision,recall,f1-score,support
Black-grass,0.6071428571428571,0.6538461538461539,0.6296296296296297,26.0
Charlock,0.975,1.0,0.9873417721518987,39.0
Cleavers,1.0,1.0,1.0,29.0
Common Chickweed,0.967741935483871,0.9836065573770492,0.975609756097561,61.0
Common wheat,1.0,0.9090909090909091,0.9523809523809523,22.0
Fat Hen,0.9777777777777777,0.9166666666666666,0.946236559139785,48.0
Loose Silky-bent,0.84375,0.8307692307692308,0.8372093023255814,65.0
Maize,0.9130434782608695,0.9545454545454546,0.9333333333333332,22.0
Scentless Mayweed,0.9622641509433962,0.9807692307692307,0.9714285714285713,52.0
Shepherds Purse,1.0,0.9565217391304348,0.9777777777777777,23.0
Small-flowered Cranesbill,1.0,0.98,0.98989898989899,50.0
Sugar beet,0.95,1.0,0.9743589743589743,38.0
accuracy,0.9347368421052632,0.9347368421052632,0.9347368421052632,0.9347368421052632
macro avg,0.9330600166340642,0.9304846618495941,0.9312671348769213,475.0
weighted avg,0.9365152590618095,0.9347368421052632,0.9352343863275736,475.0
