class,precision,recall,f1-score,support
Black-grass,0.72,0.6923076923076923,0.7058823529411765,26.0
Charlock,0.975,1.0,0.9873417721518987,39.0
Cleavers,0.9666666666666667,1.0,0.983050847457627,29.0
Common Chickweed,0.9375,0.9836065573770492,0.96,61.0
Common wheat,1.0,0.8636363636363636,0.9268292682926829,22.0
Fat Hen,1.0,0.875,0.9333333333333333,48.0
Loose Silky-bent,0.8656716417910447,0.8923076923076924,0.8787878787878788,65.0
Maize,0.84,0.9545454545454546,0.8936170212765958,22.0
Scentless Mayweed,0.9803921568627451,0.9615384615384616,0.970873786407767,52.0
Shepherds Purse,1.0,0.9565217391304348,0.9777777777777777,23.0
Small-flowered Cranesbill,1.0,1.0,1.0,50.0
Sugar beet,0.95,1.0,0.9743589743589743,38.0
accuracy,0.9389473684210526,0.9389473684210526,0.9389473684210526,0.9389473684210526
macro avg,0.9362692054433713,0.9316219967369291,0.9326544177321426,475.0
weighted avg,0.9406208046455032,0.9389473684210526,0.9387341940339703,475.0
