class,precision,recall,f1-score,support
Black-grass,0.7083333333333334,0.6538461538461539,0.68,26.0
Charlock,0.9743589743589743,0.9743589743589743,0.9743589743589743,39.0
Cleavers,1.0,1.0,1.0,29.0
Common Chickweed,0.9836065573770492,0.9836065573770492,0.9836065573770492,61.0
Common wheat,1.0,0.9090909090909091,0.9523809523809523,22.0
Fat Hen,0.9375,0.9375,0.9375,48.0
Loose Silky-bent,0.8529411764705882,0.8923076923076924,0.8721804511278195,65.0
Maize,0.9130434782608695,0.9545454545454546,0.9333333333333332,22.0
Scentless Mayweed,0.9272727272727272,0.9807692307692307,0.9532710280373831,52.0
Shepherds Purse,1.0,0.8260869565217391,0.9047619047619047,23.0
Small-flowered Cranesbill,0.98,0.98,0.98,50.0
Sugar beet,0.9487179487179487,0.9736842105263158,0.9610389610389611,38.0
accuracy,0.9347368421052632,0.9347368421052632,0.9347368421052632,0.9347368421052632
macro avg,0.9354811829826243,0.9221496782786264,0.9277026802013647,475.0
weighted avg,0.9351879232178062,0.9347368421052632,0.9342242976757279,475.0
