class,precision,recall,f1-score,support
Black-grass,0.6190476190476191,0.5,0.5531914893617021,26.0
Charlock,0.9047619047619048,0.9743589743589743,0.9382716049382716,39.0
Cleavers,1.0,0.9310344827586207,0.9642857142857143,29.0
Common Chickweed,0.9672131147540983,0.9672131147540983,0.9672131147540983,61.0
Common wheat,0.9333333333333333,0.6363636363636364,0.7567567567567568,22.0
Fat Hen,0.9574468085106383,0.9375,0.9473684210526315,48.0
Loose Silky-bent,0.7972972972972973,0.9076923076923077,0.8489208633093526,65.0
Maize,0.84,0.9545454545454546,0.8936170212765958,22.0
Scentless Mayweed,0.8947368421052632,0.9807692307692307,0.9357798165137614,52.0
Shepherds Purse,1.0,0.8260869565217391,0.9047619047619047,23.0
Small-flowered Cranesbill,0.98,0.98,0.98,50.0
Sugar beet,1.0,0.9736842105263158,0.9866666666666666,38.0
accuracy,0.9094736842105263,0.9094736842105263,0.9094736842105263,0.9094736842105263
macro avg,0.9078197433175129,0.8807706973575314,0.8897361144731214,475.0
weighted avg,0.9109523634454618,0.9094736842105263,0.9070842696299436,475.0
