class,precision,recall,f1-score,support
Black-grass,0.8181818181818182,0.6923076923076923,0.7500000000000001,26.0
Charlock,0.9743589743589743,0.9743589743589743,0.9743589743589743,39.0
Cleavers,0.9666666666666667,1.0,0.983050847457627,29.0
Common Chickweed,0.9836065573770492,0.9836065573770492,0.9836065573770492,61.0
Common wheat,1.0,0.8636363636363636,0.9268292682926829,22.0
Fat Hen,0.9782608695652174,0.9375,0.9574468085106383,48.0
Loose Silky-bent,0.8714285714285714,0.9384615384615385,0.9037037037037037,65.0
Maize,0.84,0.9545454545454546,0.8936170212765958,22.0
Scentless Mayweed,0.9444444444444444,0.9807692307692307,0.9622641509433962,52.0
Shepherds Purse,1.0,0.8695652173913043,0.9302325581395349,23.0
Small-flowered Cranesbill,1.0,0.98,0.98989898989899,50.0
Sugar beet,0.95,1.0,0.9743589743589743,38.0
accuracy,0.9452631578947368,0.9452631578947368,0.9452631578947368,0.9452631578947368
macro avg,0.9439123251685616,0.9312292524039673,0.9357806545265138,475.0
weighted avg,0.9465190538929669,0.9452631578947368,0.9446529593745328,475.0
