class,precision,recall,f1-score,support
Black-grass,0.75,0.23076923076923078,0.3529411764705882,26.0
Charlock,0.8837209302325582,0.9743589743589743,0.9268292682926831,39.0
Cleavers,1.0,0.9310344827586207,0.9642857142857143,29.0
Common Chickweed,0.9672131147540983,0.9672131147540983,0.9672131147540983,61.0
Common wheat,0.9333333333333333,0.6363636363636364,0.7567567567567568,22.0
Fat Hen,0.9555555555555556,0.8958333333333334,0.924731182795699,48.0
Loose Silky-bent,0.7241379310344828,0.9692307692307692,0.8289473684210527,65.0
Maize,0.84,0.9545454545454546,0.8936170212765958,22.0
Scentless Mayweed,0.8947368421052632,0.9807692307692307,0.9357798165137614,52.0
Shepherds Purse,1.0,0.8260869565217391,0.9047619047619047,23.0
Small-flowered Cranesbill,0.98,0.98,0.98,50.0
Sugar beet,0.9736842105263158,0.9736842105263158,0.9736842105263158,38.0
accuracy,0.8989473684210526,0.8989473684210526,0.8989473684210526,0.8989473684210526
macro avg,0.9085318264618006,0.8599907828276169,0.8674622945712641,475.0
weighted avg,0.9040850475490207,0.8989473684210526,0.8891243597315174,475.0
