class,precision,recall,f1-score,support
Black-grass,0.5769230769230769,0.5769230769230769,0.5769230769230769,26.0
Charlock,0.9285714285714286,1.0,0.962962962962963,39.0
Cleavers,1.0,0.9310344827586207,0.9642857142857143,29.0
Common Chickweed,0.9836065573770492,0.9836065573770492,0.9836065573770492,61.0
Common wheat,1.0,0.7727272727272727,0.8717948717948718,22.0
Fat Hen,0.9375,0.9375,0.9375,48.0
Loose Silky-bent,0.8208955223880597,0.8461538461538461,0.8333333333333334,65.0
Maize,0.84,0.9545454545454546,0.8936170212765958,22.0
Scentless Mayweed,0.9272727272727272,0.9807692307692307,0.9532710280373831,52.0
Shepherds Purse,1.0,0.8695652173913043,0.9302325581395349,23.0
Small-flowered Cranesbill,1.0,0.98,0.98989898989899,50.0
Sugar beet,0.9736842105263158,0.9736842105263158,0.9736842105263158,38.0
accuracy,0.9178947368421052,0.9178947368421052,0.9178947368421052,0.9178947368421052
macro avg,0.9157044602548882,0.9005424457643475,0.9059258603796523,475.0
weighted avg,0.920569845237245,0.9178947368421052,0.9178651818403852,475.0
