class,precision,recall,f1-score,support
Black-grass,0.85,0.6538461538461539,0.7391304347826088,26.0
Charlock,1.0,1.0,1.0,39.0
Cleavers,1.0,1.0,1.0,29.0
Common Chickweed,1.0,0.9836065573770492,0.9917355371900827,61.0
Common wheat,1.0,1.0,1.0,22.0
Fat Hen,1.0,0.9791666666666666,0.9894736842105264,48.0
Loose Silky-bent,0.8732394366197183,0.9538461538461539,0.9117647058823529,65.0
Maize,1.0,1.0,1.0,22.0
Scentless Mayweed,1.0,1.0,1.0,52.0
Shepherds Purse,1.0,1.0,1.0,23.0
Small-flowered Cranesbill,1.0,1.0,1.0,50.0
Sugar beet,0.95,1.0,0.9743589743589743,38.0
accuracy,0.9705263157894737,0.9705263157894737,0.9705263157894737,0.9705263157894737
macro avg,0.972769953051643,0.9642054609780019,0.9672052780353787,475.0
weighted avg,0.9704432913269089,0.9705263157894737,0.9694701954169307,475.0
