class,precision,recall,f1-score,support
Black-grass,0.8461538461538461,0.8461538461538461,0.8461538461538461,26.0
Charlock,1.0,1.0,1.0,39.0
Cleavers,1.0,1.0,1.0,29.0
Common Chickweed,1.0,0.9836065573770492,0.9917355371900827,61.0
Common wheat,0.9565217391304348,1.0,0.9777777777777777,22.0
Fat Hen,1.0,1.0,1.0,48.0
Loose Silky-bent,0.9384615384615385,0.9384615384615385,0.9384615384615385,65.0
Maize,0.9565217391304348,1.0,0.9777777777777777,22.0
Scentless Mayweed,1.0,1.0,1.0,52.0
Shepherds Purse,1.0,1.0,1.0,23.0
Small-flowered Cranesbill,1.0,0.98,0.98989898989899,50.0
Sugar beet,0.9736842105263158,0.9736842105263158,0.9736842105263158,38.0
accuracy,0.9768421052631578,0.9768421052631578,0.9768421052631578,0.9768421052631578
macro avg,0.9726119227835475,0.9768255127098957,0.9746241398155272,475.0
weighted avg,0.9770251716247139,0.9768421052631578,0.9768695568121405,475.0
