class,precision,recall,f1-score,support
Black-grass,0.875,0.8076923076923077,0.8400000000000001,26.0
Charlock,1.0,1.0,1.0,39.0
Cleavers,1.0,1.0,1.0,29.0
Common Chickweed,1.0,0.9836065573770492,0.9917355371900827,61.0
Common wheat,1.0,1.0,1.0,22.0
Fat Hen,1.0,0.9791666666666666,0.9894736842105264,48.0
Loose Silky-bent,0.9253731343283582,0.9538461538461539,0.9393939393939394,65.0
Maize,1.0,1.0,1.0,22.0
Scentless Mayweed,1.0,1.0,1.0,52.0
Shepherds Purse,1.0,1.0,1.0,23.0
Small-flowered Cranesbill,1.0,1.0,1.0,50.0
Sugar beet,0.95,1.0,0.9743589743589743,38.0
accuracy,0.9789473684210527,0.9789473684210527,0.9789473684210527,0.9789473684210527
macro avg,0.9791977611940298,0.9770259737985149,0.9779135112627936,475.0
weighted avg,0.9789457973291438,0.9789473684210527,0.9787723193619946,475.0
