class,precision,recall,f1-score,support
Black-grass,0.8333333333333334,0.7692307692307693,0.8,26.0
Charlock,1.0,1.0,1.0,39.0
Cleavers,1.0,1.0,1.0,29.0
Common Chickweed,0.967741935483871,0.9836065573770492,0.975609756097561,61.0
Common wheat,1.0,1.0,1.0,22.0
Fat Hen,1.0,0.9791666666666666,0.9894736842105264,48.0
Loose Silky-bent,0.8970588235294118,0.9384615384615385,0.9172932330827067,65.0
Maize,0.9565217391304348,1.0,0.9777777777777777,22.0
Scentless Mayweed,1.0,0.9615384615384616,0.9803921568627451,52.0
Shepherds Purse,1.0,1.0,1.0,23.0
Small-flowered Cranesbill,1.0,0.98,0.98989898989899,50.0
Sugar beet,0.9743589743589743,1.0,0.9870129870129869,38.0
accuracy,0.968421052631579,0.968421052631579,0.968421052631579,0.968421052631579
macro avg,0.9690845671530021,0.9676669994395404,0.9681215487452745,475.0
weighted avg,0.9685828790465372,0.968421052631579,0.9682609229133669,475.0
