class,precision,recall,f1-score,support
Black-grass,0.75,0.5769230769230769,0.6521739130434783,26.0
Charlock,1.0,1.0,1.0,39.0
Cleavers,1.0,1.0,1.0,29.0
Common Chickweed,0.9836065573770492,0.9836065573770492,0.9836065573770492,61.0
Common wheat,1.0,0.8636363636363636,0.9268292682926829,22.0
Fat Hen,0.9787234042553191,0.9583333333333334,0.968421052631579,48.0
Loose Silky-bent,0.8356164383561644,0.9384615384615385,0.8840579710144928,65.0
Maize,0.9166666666666666,1.0,0.9565217391304348,22.0
Scentless Mayweed,0.9444444444444444,0.9807692307692307,0.9622641509433962,52.0
Shepherds Purse,1.0,0.9130434782608695,0.9545454545454545,23.0
Small-flowered Cranesbill,1.0,0.98,0.98989898989899,50.0
Sugar beet,0.9487179487179487,0.9736842105263158,0.9610389610389611,38.0
accuracy,0.9452631578947368,0.9452631578947368,0.9452631578947368,0.9452631578947368
macro avg,0.9464812883181327,0.9307048157739813,0.9366131714930432,475.0
weighted avg,0.945521793108349,0.9452631578947368,0.9438840712899556,475.0
