class,precision,recall,f1-score,support
Black-grass,0.8571428571428571,0.6923076923076923,0.7659574468085107,26.0
Charlock,1.0,1.0,1.0,39.0
Cleavers,1.0,1.0,1.0,29.0
Common Chickweed,1.0,0.9836065573770492,0.9917355371900827,61.0
Common wheat,1.0,1.0,1.0,22.0
Fat Hen,1.0,0.9791666666666666,0.9894736842105264,48.0
Loose Silky-bent,0.8732394366197183,0.9538461538461539,0.9117647058823529,65.0
Maize,0.9565217391304348,1.0,0.9777777777777777,22.0
Scentless Mayweed,1.0,1.0,1.0,52.0
Shepherds Purse,1.0,1.0,1.0,23.0
Small-flowered Cranesbill,1.0,0.98,0.98989898989899,50.0
Sugar beet,0.9743589743589743,1.0,0.9870129870129869,38.0
accuracy,0.9705263157894737,0.9705263157894737,0.9705263157894737,0.9705263157894737
macro avg,0.9717719172709988,0.9657439225164636,0.9678017607317689,475.0
weighted avg,0.9707692567421191,0.9705263157894737,0.9698584383634287,475.0
