class,precision,recall,f1-score,support
Black-grass,0.84,0.8076923076923077,0.8235294117647058,26.0
Charlock,1.0,1.0,1.0,39.0
Cleavers,1.0,1.0,1.0,29.0
Common Chickweed,1.0,0.9836065573770492,0.9917355371900827,61.0
Common wheat,1.0,1.0,1.0,22.0
Fat Hen,1.0,0.9791666666666666,0.9894736842105264,48.0
Loose Silky-bent,0.9104477611940298,0.9384615384615385,0.9242424242424243,65.0
Maize,1.0,1.0,1.0,22.0
Scentless Mayweed,1.0,1.0,1.0,52.0
Shepherds Purse,1.0,1.0,1.0,23.0
Small-flowered Cranesbill,1.0,1.0,1.0,50.0
Sugar beet,0.9743589743589743,1.0,0.9870129870129869,38.0
accuracy,0.9768421052631578,0.9768421052631578,0.9768421052631578,0.9768421052631578
macro avg,0.9770672279627504,0.9757439225164634,0.9763328370350606,475.0
weighted avg,0.9769363063226377,0.9768421052631578,0.9768097271554395,475.0
