class,precision,recall,f1-score,support
Black-grass,0.8823529411764706,0.5769230769230769,0.6976744186046512,26.0
Charlock,1.0,1.0,1.0,39.0
Cleavers,1.0,0.9655172413793104,0.9824561403508771,29.0
Common Chickweed,1.0,0.9836065573770492,0.9917355371900827,61.0
Common wheat,1.0,1.0,1.0,22.0
Fat Hen,1.0,0.9791666666666666,0.9894736842105264,48.0
Loose Silky-bent,0.84,0.9692307692307692,0.9,65.0
Maize,0.9166666666666666,1.0,0.9565217391304348,22.0
Scentless Mayweed,1.0,0.9807692307692307,0.9902912621359222,52.0
Shepherds Purse,0.9583333333333334,1.0,0.9787234042553191,23.0
Small-flowered Cranesbill,0.98,0.98,0.98,50.0
Sugar beet,0.9736842105263158,0.9736842105263158,0.9736842105263158,38.0
accuracy,0.96,0.96,0.96,0.96
macro avg,0.9625864293085655,0.9507414794060348,0.9533800330336776,475.0
weighted avg,0.961577915376677,0.96,0.958253957377698,475.0
