class,precision,recall,f1-score,support
Black-grass,0.7666666666666667,0.8846153846153846,0.8214285714285715,26.0
Charlock,1.0,1.0,1.0,39.0
Cleavers,1.0,1.0,1.0,29.0
Common Chickweed,1.0,0.9836065573770492,0.9917355371900827,61.0
Common wheat,0.9565217391304348,1.0,0.9777777777777777,22.0
Fat Hen,1.0,0.9583333333333334,0.9787234042553191,48.0
Loose Silky-bent,0.95,0.8769230769230769,0.912,65.0
Maize,0.9166666666666666,1.0,0.9565217391304348,22.0
Scentless Mayweed,1.0,1.0,1.0,52.0
Shepherds Purse,1.0,1.0,1.0,23.0
Small-flowered Cranesbill,1.0,0.98,0.98989898989899,50.0
Sugar beet,0.925,0.9736842105263158,0.9487179487179489,38.0
accuracy,0.9663157894736842,0.9663157894736842,0.9663157894736842,0.9663157894736842
macro avg,0.9595712560386475,0.9714302135645966,0.9647336640332603,475.0
weighted avg,0.9685125858123569,0.9663157894736842,0.9667632735751693,475.0
