class,precision,recall,f1-score,support
Black-grass,0.8695652173913043,0.7692307692307693,0.8163265306122449,26.0
Charlock,1.0,1.0,1.0,39.0
Cleavers,1.0,1.0,1.0,29.0
Common Chickweed,1.0,0.9836065573770492,0.9917355371900827,61.0
Common wheat,1.0,1.0,1.0,22.0
Fat Hen,1.0,0.9791666666666666,0.9894736842105264,48.0
Loose Silky-bent,0.9117647058823529,0.9538461538461539,0.9323308270676691,65.0
Maize,0.9565217391304348,1.0,0.9777777777777777,22.0
Scentless Mayweed,1.0,1.0,1.0,52.0
Shepherds Purse,1.0,1.0,1.0,23.0
Small-flowered Cranesbill,1.0,0.98,0.98989898989899,50.0
Sugar beet,0.95,1.0,0.9743589743589743,38.0
accuracy,0.9747368421052631,0.9747368421052631,0.9747368421052631,0.9747368421052631
macro avg,0.9739876385336742,0.97215417892672,0.9726585267596888,475.0
weighted avg,0.9747723785166241,0.9747368421052631,0.9744174732583554,475.0
