class,precision,recall,f1-score,support
Black-grass,0.8461538461538461,0.8461538461538461,0.8461538461538461,26.0
Charlock,1.0,1.0,1.0,39.0
Cleavers,1.0,1.0,1.0,29.0
Common Chickweed,1.0,0.9836065573770492,0.9917355371900827,61.0
Common wheat,1.0,1.0,1.0,22.0
Fat Hen,1.0,0.9791666666666666,0.9894736842105264,48.0
Loose Silky-bent,0.9384615384615385,0.9384615384615385,0.9384615384615385,65.0
Maize,0.9565217391304348,1.0,0.9777777777777777,22.0
Scentless Mayweed,1.0,1.0,1.0,52.0
Shepherds Purse,1.0,1.0,1.0,23.0
Small-flowered Cranesbill,1.0,0.98,0.98989898989899,50.0
Sugar beet,0.95,1.0,0.9743589743589743,38.0
accuracy,0.9768421052631578,0.9768421052631578,0.9768421052631578,0.9768421052631578
macro avg,0.9742614269788182,0.9772823840549251,0.9756550290043112,475.0
weighted avg,0.9771441647597254,0.9768421052631578,0.9768890657734777,475.0
