class,precision,recall,f1-score,support
Black-grass,0.8636363636363636,0.7307692307692307,0.7916666666666666,26.0
Charlock,1.0,1.0,1.0,39.0
Cleavers,1.0,1.0,1.0,29.0
Common Chickweed,1.0,0.9836065573770492,0.9917355371900827,61.0
Common wheat,1.0,1.0,1.0,22.0
Fat Hen,1.0,0.9583333333333334,0.9787234042553191,48.0
Loose Silky-bent,0.8857142857142857,0.9538461538461539,0.9185185185185185,65.0
Maize,0.9565217391304348,1.0,0.9777777777777777,22.0
Scentless Mayweed,1.0,1.0,1.0,52.0
Shepherds Purse,1.0,1.0,1.0,23.0
Small-flowered Cranesbill,1.0,0.98,0.98989898989899,50.0
Sugar beet,0.95,1.0,0.9743589743589743,38.0
accuracy,0.9705263157894737,0.9705263157894737,0.9705263157894737,0.9705263157894737
macro avg,0.9713226990400904,0.9672129396104806,0.968556655722194,475.0
weighted avg,0.9708830574459865,0.9705263157894737,0.9700912207191349,475.0
