class,precision,recall,f1-score,support
Black-grass,0.6666666666666666,0.38461538461538464,0.4878048780487804,26.0
Charlock,0.975,1.0,0.9873417721518987,39.0
Cleavers,1.0,1.0,1.0,29.0
Common Chickweed,0.9523809523809523,0.9836065573770492,0.9677419354838709,61.0
Common wheat,0.7777777777777778,0.9545454545454546,0.8571428571428572,22.0
Fat Hen,0.9574468085106383,0.9375,0.9473684210526315,48.0
Loose Silky-bent,0.7945205479452054,0.8923076923076924,0.8405797101449275,65.0
Maize,0.9565217391304348,1.0,0.9777777777777777,22.0
Scentless Mayweed,0.9107142857142857,0.9807692307692307,0.9444444444444444,52.0
Shepherds Purse,1.0,0.6956521739130435,0.8205128205128205,23.0
Small-flowered Cranesbill,1.0,0.98,0.98989898989899,50.0
Sugar beet,1.0,0.9736842105263158,0.9866666666666666,38.0
accuracy,0.92,0.92,0.92,0.92
macro avg,0.9159190648438301,0.8985567253378474,0.9006066894438054,475.0
weighted avg,0.9190875496476715,0.92,0.9150996255938901,475.0
