class,precision,recall,f1-score,support
Black-grass,0.8421052631578947,0.6153846153846154,0.7111111111111111,26.0
Charlock,1.0,1.0,1.0,39.0
Cleavers,1.0,1.0,1.0,29.0
Common Chickweed,1.0,0.9836065573770492,0.9917355371900827,61.0
Common wheat,1.0,0.9545454545454546,0.9767441860465117,22.0
Fat Hen,1.0,0.9375,0.967741935483871,48.0
Loose Silky-bent,0.8513513513513513,0.9692307692307692,0.9064748201438849,65.0
Maize,0.9565217391304348,1.0,0.9777777777777777,22.0
Scentless Mayweed,0.9629629629629629,1.0,0.9811320754716981,52.0
Shepherds Purse,1.0,1.0,1.0,23.0
Small-flowered Cranesbill,1.0,0.98,0.98989898989899,50.0
Sugar beet,0.9487179487179487,0.9736842105263158,0.9610389610389611,38.0
accuracy,0.96,0.96,0.96,0.96
macro avg,0.9634716054433827,0.951162633922017,0.9553046161802407,475.0
weighted avg,0.96084507171825,0.96,0.9587158189750631,475.0
