class,precision,recall,f1-score,support
Black-grass,0.7058823529411765,0.46153846153846156,0.558139534883721,26.0
Charlock,0.975,1.0,0.9873417721518987,39.0
Cleavers,1.0,0.9310344827586207,0.9642857142857143,29.0
Common Chickweed,0.9516129032258065,0.9672131147540983,0.959349593495935,61.0
Common wheat,0.9047619047619048,0.8636363636363636,0.8837209302325582,22.0
Fat Hen,1.0,0.875,0.9333333333333333,48.0
Loose Silky-bent,0.8,0.9230769230769231,0.8571428571428571,65.0
Maize,1.0,1.0,1.0,22.0
Scentless Mayweed,0.8225806451612904,0.9807692307692307,0.8947368421052632,52.0
Shepherds Purse,1.0,0.7391304347826086,0.85,23.0
Small-flowered Cranesbill,0.98,0.98,0.98,50.0
Sugar beet,0.925,0.9736842105263158,0.9487179487179489,38.0
accuracy,0.9136842105263158,0.9136842105263158,0.9136842105263158,0.9136842105263158
macro avg,0.9220698171741817,0.8912569351535519,0.9013973771957692,475.0
weighted avg,0.9163269131081972,0.9136842105263158,0.910708025175992,475.0
