class,precision,recall,f1-score,support
Black-grass,0.7058823529411765,0.46153846153846156,0.558139534883721,26.0
Charlock,0.9743589743589743,0.9743589743589743,0.9743589743589743,39.0
Cleavers,1.0,0.9310344827586207,0.9642857142857143,29.0
Common Chickweed,0.9516129032258065,0.9672131147540983,0.959349593495935,61.0
Common wheat,0.9047619047619048,0.8636363636363636,0.8837209302325582,22.0
Fat Hen,1.0,0.875,0.9333333333333333,48.0
Loose Silky-bent,0.7972972972972973,0.9076923076923077,0.8489208633093526,65.0
Maize,1.0,1.0,1.0,22.0
Scentless Mayweed,0.8225806451612904,0.9807692307692307,0.8947368421052632,52.0
Shepherds Purse,0.9473684210526315,0.782608695652174,0.8571428571428571,23.0
Small-flowered Cranesbill,0.98,0.98,0.98,50.0
Sugar beet,0.925,0.9736842105263158,0.9487179487179489,38.0
accuracy,0.911578947368421,0.911578947368421,0.911578947368421,0.911578947368421
macro avg,0.9174052082332569,0.8914613201405456,0.9002255493221383,475.0
weighted avg,0.9133559615472182,0.911578947368421,0.908862818862695,475.0
