class,precision,recall,f1-score,support
Black-grass,0.7142857142857143,0.38461538461538464,0.5,26.0
Charlock,0.975,1.0,0.9873417721518987,39.0
Cleavers,1.0,0.896551724137931,0.9454545454545454,29.0
Common Chickweed,0.9354838709677419,0.9508196721311475,0.943089430894309,61.0
Common wheat,0.8181818181818182,0.8181818181818182,0.8181818181818182,22.0
Fat Hen,1.0,0.9166666666666666,0.9565217391304348,48.0
Loose Silky-bent,0.7692307692307693,0.9230769230769231,0.8391608391608392,65.0
Maize,1.0,1.0,1.0,22.0
Scentless Mayweed,0.746268656716418,0.9615384615384616,0.8403361344537815,52.0
Shepherds Purse,1.0,0.5652173913043478,0.7222222222222222,23.0
Small-flowered Cranesbill,0.98,0.98,0.98,50.0
Sugar beet,1.0,0.9736842105263158,0.9866666666666666,38.0
accuracy,0.8968421052631579,0.8968421052631579,0.8968421052631579,0.8968421052631579
macro avg,0.9115375691152051,0.8641960210149163,0.8765812640263763,475.0
weighted avg,0.9041408733678201,0.8968421052631579,0.8920281845819268,475.0
