class,precision,recall,f1-score,support
Black-grass,0.6666666666666666,0.38461538461538464,0.4878048780487804,26.0
Charlock,0.9069767441860465,1.0,0.951219512195122,39.0
Cleavers,1.0,0.8275862068965517,0.9056603773584906,29.0
Common Chickweed,0.95,0.9344262295081968,0.9421487603305784,61.0
Common wheat,0.9444444444444444,0.7727272727272727,0.85,22.0
Fat Hen,1.0,0.875,0.9333333333333333,48.0
Loose Silky-bent,0.7692307692307693,0.9230769230769231,0.8391608391608392,65.0
Maize,1.0,1.0,1.0,22.0
Scentless Mayweed,0.7846153846153846,0.9807692307692307,0.8717948717948717,52.0
Shepherds Purse,0.9411764705882353,0.6956521739130435,0.7999999999999999,23.0
Small-flowered Cranesbill,0.98,0.98,0.98,50.0
Sugar beet,0.9024390243902439,0.9736842105263158,0.9367088607594938,38.0
accuracy,0.8926315789473684,0.8926315789473684,0.8926315789473684,0.8926315789473684
macro avg,0.9037957920101493,0.8622948026694099,0.8748192860817924,475.0
weighted avg,0.8972062018625803,0.8926315789473684,0.8881882899286068,475.0
