class,precision,recall,f1-score,support
Black-grass,0.7894736842105263,0.5769230769230769,0.6666666666666666,26.0
Charlock,0.926829268292683,0.9743589743589743,0.9500000000000001,39.0
Cleavers,1.0,0.8275862068965517,0.9056603773584906,29.0
Common Chickweed,0.9516129032258065,0.9672131147540983,0.959349593495935,61.0
Common wheat,0.9,0.8181818181818182,0.8571428571428572,22.0
Fat Hen,1.0,0.8958333333333334,0.945054945054945,48.0
Loose Silky-bent,0.8356164383561644,0.9384615384615385,0.8840579710144928,65.0
Maize,1.0,1.0,1.0,22.0
Scentless Mayweed,0.796875,0.9807692307692307,0.8793103448275861,52.0
Shepherds Purse,0.9473684210526315,0.782608695652174,0.8571428571428571,23.0
Small-flowered Cranesbill,0.98,0.98,0.98,50.0
Sugar beet,0.9736842105263158,0.9736842105263158,0.9736842105263158,38.0
accuracy,0.9157894736842105,0.9157894736842105,0.9157894736842105,0.9157894736842105
macro avg,0.9251216604720106,0.8929683499880926,0.9048391519358455,475.0
weighted avg,0.9201328137411026,0.9157894736842105,0.9142942767600507,475.0
